JENumber,Type,Date,ReversalDate,JEComment,JELocation,Account,Debit,Credit,DetailLocation,DetailComment
Payroll,Standard,9/13/2026,,,600,100-06,,344.85,600,23057
Payroll,Standard,9/13/2026,,,600,100-06,,976.41,600,23058
Payroll,Standard,9/13/2026,,,600,100-06,,290.85,600,23059
Payroll,Standard,9/13/2026,,,600,100-06,,457.59,600,23060
Payroll,Standard,9/13/2026,,,600,100-06,,173.14,600,23061
Payroll,Standard,9/13/2026,,,600,100-06,,370.58,600,23062
Payroll,Standard,9/13/2026,,,600,100-06,,711.62,600,23063
Payroll,Standard,9/13/2026,,,600,100-06,,760.87,600,23064
Payroll,Standard,9/13/2026,,,600,100-06,,"1,140.54",600,23065
Payroll,Standard,9/13/2026,,,600,100-06,,"1,148.15",600,23066
Payroll,Standard,9/13/2026,,,600,100-06,,456.89,600,23067
Payroll,Standard,9/13/2026,,,600,100-06,,"1,180.46",600,23068
Payroll,Standard,9/13/2026,,,600,100-06,,"1,030.10",600,23069
Payroll,Standard,9/13/2026,,,600,100-06,,207.75,600,23070
Payroll,Standard,9/13/2026,,,600,100-06,,"1,593.80",600,23071
Payroll,Standard,9/13/2026,,,600,100-06,,787.56,600,23072
Payroll,Standard,9/13/2026,,,600,100-06,,281.52,600,23073
Payroll,Standard,9/13/2026,,,600,100-06,,691.95,600,23074
Payroll,Standard,9/13/2026,,,600,100-06,,117.05,600,23075
