JENumber,Type,Date,ReversalDate,JEComment,JELocation,Account,Debit,Credit,DetailLocation,DetailComment
Payroll,Standard,9/13/2026,,,400,600-12,"6,601.57",,400,WAGES:PREP COOK
Payroll,Standard,9/13/2026,,,400,600-11,"1,841.96",,400,WAGES:BUSSERS
Payroll,Standard,9/13/2026,,,400,600-16,"3,011.91",,400,WAGES:RUNNER
Payroll,Standard,9/13/2026,,,400,600-15,"1,796.34",,400,WAGES:ADMINISTRATIVE
Payroll,Standard,9/13/2026,,,400,100-03,,"10,314.21",400,NET PAYROLL
Payroll,Standard,9/13/2026,,,400,100-03,,400.00,400,PARTIAL DIRECT DEPOSITS
Payroll,Standard,9/13/2026,,,400,110-00,,250.00,400,DUE FROM EMPLOYEES
Payroll,Standard,9/13/2026,,,400,145-00,,27.60,400,TRANSPORTATION
Payroll,Standard,9/13/2026,,,400,610-01,216.78,,400,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,400,610-01,926.93,,400,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,400,610-01,10.38,,400,PAYROLL COSTS FUI
Payroll,Standard,9/13/2026,,,400,610-01,89.70,,400,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,400,610-01,36.35,,400,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,400,610-05,,4.80,400,NY SDI
Payroll,Standard,9/13/2026,,,400,610-05,,55.05,400,NYS PFL
Payroll,Standard,9/13/2026,,,400,610-06,,266.51,400,EMPLOYEE BENEFITS
Payroll,Standard,9/13/2026,,,400,610-51,"1,096.15",,400,PAYROLL COSTS: PAID TIME OFF
Payroll,Standard,9/13/2026,,,400,610-52,482.70,,400,PAYROLL COSTS: BONUS
Payroll,Standard,9/13/2026,,,400,600-01,"5,875.02",,400,WAGES:FOH MANAGEMENT
Payroll,Standard,9/13/2026,,,400,600-02,"7,790.49",,400,WAGES:BOH MANAGEMENT
,,,,,,,,,,
,,,,,,,,,,
Payroll,Standard,9/13/2026,,,700,100-08,,105.84,700,EMPLOYEE GARNISHMENTS
Payroll,Standard,9/13/2026,,,700,100-08,,"18,401.95",700,NET PAYROLL
Payroll,Standard,9/13/2026,,,700,100-08,,"9,716.20",700,NET PAYROLL TAXES
Payroll,Standard,9/13/2026,,,700,100-08,,327.45,700,PARTIAL DIRECT DEPOSITS
Payroll,Standard,9/13/2026,,,700,210-00,"10,053.33",,700,PAYROLL COST: TIPS
Payroll,Standard,9/13/2026,,,700,220-00,,119.05,700,401K Payable
Payroll,Standard,9/13/2026,,,700,610-01,337.92,,700,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,700,610-01,"1,444.83",,700,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,700,610-01,22.82,,700,PAYROLL COSTS FUI
Payroll,Standard,9/13/2026,,,700,610-01,26.80,,700,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,700,610-01,106.54,,700,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,700,610-05,,20.28,700,NY SDI
Payroll,Standard,9/13/2026,,,700,610-05,,100.67,700,NYS PFL
Payroll,Standard,9/13/2026,,,700,610-51,568.50,,700,PAYROLL COSTS: PAID TIME OFF
Payroll,Standard,9/13/2026,,,700,600-10,"4,661.63",,700,WAGES:LINE COOK
Payroll,Standard,9/13/2026,,,700,600-12,830.50,,700,WAGES:PREP COOK
Payroll,Standard,9/13/2026,,,700,600-05,"2,109.30",,700,WAGES:DISHWASHERS
Payroll,Standard,9/13/2026,,,700,600-06,497.36,,700,WAGES:HOST/MAITRE D
Payroll,Standard,9/13/2026,,,700,600-03,"1,965.80",,700,WAGES:WAITERS
Payroll,Standard,9/13/2026,,,700,600-16,667.72,,700,WAGES:RUNNER
Payroll,Standard,9/13/2026,,,700,600-04,914.13,,700,WAGES:BAR/SOMM
Payroll,Standard,9/13/2026,,,700,600-11,730.60,,700,WAGES:BUSSERS
Payroll,Standard,9/13/2026,,,700,600-13,304.98,,700,WAGES:TRAINING
Payroll,Standard,9/13/2026,,,700,100-08,,"8,188.97",700,NET PAYROLL
Payroll,Standard,9/13/2026,,,700,145-00,,30.45,700,TRANSPORTATION
Payroll,Standard,9/13/2026,,,700,220-00,,17.40,700,401K Payable
Payroll,Standard,9/13/2026,,,700,610-01,158.87,,700,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,700,610-01,679.30,,700,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,700,610-01,12.61,,700,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,700,610-05,,3.60,700,NY SDI
Payroll,Standard,9/13/2026,,,700,610-05,,48.61,700,NYS PFL
Payroll,Standard,9/13/2026,,,700,610-06,,262.78,700,EMPLOYEE BENEFITS
Payroll,Standard,9/13/2026,,,700,610-52,346.16,,700,PAYROLL COSTS: BONUS
Payroll,Standard,9/13/2026,,,700,600-01,"7,182.37",,700,WAGES:FOH MANAGEMENT
Payroll,Standard,9/13/2026,,,700,600-02,"3,721.18",,700,WAGES:BOH MANAGEMENT
,,,,,,,,,,
,,,,,,,,,,
Payroll,Standard,9/13/2026,,,500,100-07,,"30,528.20",500,NET PAYROLL
Payroll,Standard,9/13/2026,,,500,100-07,,"13,059.37",500,NET PAYROLL TAXES
Payroll,Standard,9/13/2026,,,500,145-00,,65.00,500,TRANSPORTATION
Payroll,Standard,9/13/2026,,,500,210-00,"14,843.11",,500,PAYROLL COST: TIPS
Payroll,Standard,9/13/2026,,,500,220-00,,71.40,500,401K Payable
Payroll,Standard,9/13/2026,,,500,610-01,543.80,,500,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,500,610-01,"2,325.18",,500,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,500,610-01,26.03,,500,PAYROLL COSTS FUI
Payroll,Standard,9/13/2026,,,500,610-01,225.01,,500,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,500,610-01,211.43,,500,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,500,610-05,,28.20,500,NY SDI
Payroll,Standard,9/13/2026,,,500,610-05,,162.28,500,NYS PFL
Payroll,Standard,9/13/2026,,,500,610-51,930.00,,500,PAYROLL COSTS: PAID TIME OFF
Payroll,Standard,9/13/2026,,,500,600-18,327.94,,500,POLISHER
Payroll,Standard,9/13/2026,,,500,600-10,"4,825.31",,500,WAGES:LINE COOKS
Payroll,Standard,9/13/2026,,,500,600-12,905.51,,500,WAGES:PREP COOK
Payroll,Standard,9/13/2026,,,500,600-14,"2,325.44",,500,WAGES:COMAL
Payroll,Standard,9/13/2026,,,500,600-05,"3,526.04",,500,WAGES:DISHWASHERS
Payroll,Standard,9/13/2026,,,500,600-06,"1,027.87",,500,WAGES:HOSTS/MAITRE'D
Payroll,Standard,9/13/2026,,,500,600-04,"1,680.21",,500,WAGES:BAR/SOMM
Payroll,Standard,9/13/2026,,,500,600-04,478.72,,500,WAGES:BAR/SOMM
Payroll,Standard,9/13/2026,,,500,600-06,982.41,,500,WAGES:HOSTS/MAITRE'D
Payroll,Standard,9/13/2026,,,500,600-03,"3,306.92",,500,WAGES:WAITERS
Payroll,Standard,9/13/2026,,,500,600-11,"1,300.64",,500,WAGES:BUSSERS
Payroll,Standard,9/13/2026,,,500,600-16,"1,107.42",,500,WAGES:RUNNER
Payroll,Standard,9/13/2026,,,500,100-07,,"6,763.75",500,NET PAYROLL
Payroll,Standard,9/13/2026,,,500,145-00,,65.00,500,TRANSPORTATION
Payroll,Standard,9/13/2026,,,500,220-00,,100.00,500,401K Payable
Payroll,Standard,9/13/2026,,,500,610-01,132.54,,500,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,500,610-01,566.73,,500,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,500,610-01,54.84,,500,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,500,610-01,27.79,,500,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,500,610-05,,3.00,500,NY SDI
Payroll,Standard,9/13/2026,,,500,610-05,,40.33,500,NYS PFL
Payroll,Standard,9/13/2026,,,500,610-06,,131.29,500,EMPLOYEE BENEFITS
Payroll,Standard,9/13/2026,,,500,600-01,"5,202.31",,500,WAGES:FOH MANAGEMENT
Payroll,Standard,9/13/2026,,,500,600-02,"4,134.62",,500,WAGES:BOH MANAGEMENT
,,,,,,,,,,
,,,,,,,,,,
Payroll,Standard,9/13/2026,,,800,100-20,,"46,187.58",800,NET PAYROLL
Payroll,Standard,9/13/2026,,,800,100-20,,"17,211.41",800,NET PAYROLL TAXES
Payroll,Standard,9/13/2026,,,800,100-20,,"1,650.00",800,PARTIAL DIRECT DEPOSITS
Payroll,Standard,9/13/2026,,,800,110-00,,200.00,800,DUE FROM EMPLOYEES
Payroll,Standard,9/13/2026,,,800,145-00,,43.75,800,TRANSPORTATION
Payroll,Standard,9/13/2026,,,800,220-00,,"5,132.69",800,401K Payable
Payroll,Standard,9/13/2026,,,800,610-01,947.68,,800,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,800,610-01,"4,052.14",,800,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,800,610-01,75.17,,800,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,800,610-05,,6.60,800,NY SDI
Payroll,Standard,9/13/2026,,,800,610-05,,43.58,800,NYS PFL
Payroll,Standard,9/13/2026,,,800,610-06,,262.98,800,EMPLOYEE BENEFITS
Payroll,Standard,9/13/2026,,,800,610-52,"35,000.00",,800,PAYROLL COSTS: BONUS
Payroll,Standard,9/13/2026,,,800,600-15,"7,259.64",,800,WAGES:ADMINISTRATIVE
Payroll,Standard,9/13/2026,,,800,600-01,"13,461.62",,800,WAGES:FOH MANAGEMENT
Payroll,Standard,9/13/2026,,,800,600-20,"1,576.92",,800,WAGES:MAINTEANCE
Payroll,Standard,9/13/2026,,,800,600-02,"8,365.42",,800,WAGES:BOH MANAGEMENT
,,,,,,,,,,
,,,,,,,,,,
Payroll,Standard,9/13/2026,,,200,100-11,,"67,141.08",200,NET PAYROLL
Payroll,Standard,9/13/2026,,,200,100-11,,"32,848.27",200,NET PAYROLL TAXES
Payroll,Standard,9/13/2026,,,200,110-00,,300.00,200,DUE FROM EMPLOYEES
Payroll,Standard,9/13/2026,,,200,145-00,,31.90,200,TRANSPORTATION
Payroll,Standard,9/13/2026,,,200,210-00,"38,202.98",,200,PAYROLL COST: TIPS
Payroll,Standard,9/13/2026,,,200,220-00,,"1,046.15",200,401K Payable
Payroll,Standard,9/13/2026,,,200,610-01,"1,239.35",,200,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,200,610-01,"5,299.31",,200,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,200,610-01,54.91,,200,PAYROLL COSTS FUI
Payroll,Standard,9/13/2026,,,200,610-01,512.81,,200,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,200,610-01,337.54,,200,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,200,610-05,,56.93,200,NY SDI
Payroll,Standard,9/13/2026,,,200,610-05,,369.39,200,NYS PFL
Payroll,Standard,9/13/2026,,,200,610-51,"1,063.50",,200,PAYROLL COSTS: PAID TIME OFF
Payroll,Standard,9/13/2026,,,200,600-13,611.49,,200,WAGES:TRAINING
Payroll,Standard,9/13/2026,,,200,600-18,568.80,,200,POLISHER
Payroll,Standard,9/13/2026,,,200,600-17,700.00,,200,WAGES:EXPO
Payroll,Standard,9/13/2026,,,200,600-08,"3,436.17",,200,WAGES:PASTRY
Payroll,Standard,9/13/2026,,,200,600-01,671.50,,200,WAGES:FOH MANAGEMENT
Payroll,Standard,9/13/2026,,,200,600-06,"2,055.86",,200,WAGES:HOSTS/MAITRE'D
Payroll,Standard,9/13/2026,,,200,600-11,"3,044.22",,200,WAGES:BUSSERS
Payroll,Standard,9/13/2026,,,200,600-03,"6,786.52",,200,WAGES:WAITERS
Payroll,Standard,9/13/2026,,,200,600-10,"10,515.80",,200,WAGES:LINE COOK
Payroll,Standard,9/13/2026,,,200,600-06,"1,739.37",,200,WAGES:HOSTS/MAITRE'D
Payroll,Standard,9/13/2026,,,200,600-12,"6,518.60",,200,WAGES:PREP COOK
Payroll,Standard,9/13/2026,,,200,600-05,"4,277.75",,200,WAGES:DISHWASHERS
Payroll,Standard,9/13/2026,,,200,600-04,"2,857.95",,200,WAGES:BAR/SOMM
Payroll,Standard,9/13/2026,,,200,600-16,"2,454.04",,200,WAGES:RUNNER
Payroll,Standard,9/13/2026,,,200,100-11,,144.00,200,CHILD SUPPORT/GARNISHMENTS
Payroll,Standard,9/13/2026,,,200,100-11,,"19,562.84",200,NET PAYROLL
Payroll,Standard,9/13/2026,,,200,145-00,,33.00,200,TRANSPORTATION
Payroll,Standard,9/13/2026,,,200,220-00,,575.00,200,401K Payable
Payroll,Standard,9/13/2026,,,200,610-01,390.23,,200,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,200,610-01,"1,668.60",,200,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,200,610-01,9.81,,200,PAYROLL COSTS FUI
Payroll,Standard,9/13/2026,,,200,610-01,161.48,,200,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,200,610-01,71.92,,200,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,200,610-05,,6.60,200,NY SDI
Payroll,Standard,9/13/2026,,,200,610-05,,81.25,200,NYS PFL
Payroll,Standard,9/13/2026,,,200,610-06,,131.29,200,EMPLOYEE BENEFITS
Payroll,Standard,9/13/2026,,,200,610-51,"2,019.27",,200,PAYROLL COSTS: PAID TIME OFF
Payroll,Standard,9/13/2026,,,200,610-52,"5,000.00",,200,PAYROLL COSTS: BONUS
Payroll,Standard,9/13/2026,,,200,600-01,"7,827.21",,200,WAGES:FOH MANAGEMENT
Payroll,Standard,9/13/2026,,,200,600-02,"12,230.71",,200,WAGES:BOH MANAGEMENT
,,,,,,,,,,
,,,,,,,,,,
Payroll,Standard,9/13/2026,,,600,100-06,,"56,641.28",600,NET PAYROLL
Payroll,Standard,9/13/2026,,,600,100-06,,"22,951.91",600,NET PAYROLL TAXES
Payroll,Standard,9/13/2026,,,600,110-00,,150.00,600,DUE FROM EMPLOYEES
Payroll,Standard,9/13/2026,,,600,145-00,,38.20,600,TRANSPORTATION
Payroll,Standard,9/13/2026,,,600,210-00,"32,913.92",,600,PAYROLL COST: TIPS
Payroll,Standard,9/13/2026,,,600,220-00,,279.22,600,401K Payable
Payroll,Standard,9/13/2026,,,600,610-01,"1,036.89",,600,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,600,610-01,"4,433.79",,600,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,600,610-01,27.31,,600,PAYROLL COSTS FUI
Payroll,Standard,9/13/2026,,,600,610-01,434.09,,600,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,600,610-01,288.75,,600,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,600,610-05,,46.71,600,NY SDI
Payroll,Standard,9/13/2026,,,600,610-05,,309.51,600,NYS PFL
Payroll,Standard,9/13/2026,,,600,610-06,,100.05,600,EMPLOYEE BENEFITS
Payroll,Standard,9/13/2026,,,600,610-51,266.50,,600,PAYROLL COSTS: PAID TIME OFF
Payroll,Standard,9/13/2026,,,600,600-18,"1,690.16",,600,POLISHER
Payroll,Standard,9/13/2026,,,600,600-10,"8,860.72",,600,WAGES:LINE COOK
Payroll,Standard,9/13/2026,,,600,600-12,"9,533.52",,600,WAGES:PREP COOK
Payroll,Standard,9/13/2026,,,600,600-05,"4,506.88",,600,WAGES:DISHWASHERS
Payroll,Standard,9/13/2026,,,600,600-06,"1,976.46",,600,WAGES:HOSTS/MAITRE'D
Payroll,Standard,9/13/2026,,,600,600-04,"1,739.50",,600,WAGES:BAR/SOMM
Payroll,Standard,9/13/2026,,,600,600-06,"1,454.79",,600,WAGES:HOSTS/MAITRE'D
Payroll,Standard,9/13/2026,,,600,600-03,"4,347.95",,600,WAGES:WAITERS
Payroll,Standard,9/13/2026,,,600,600-11,"2,033.36",,600,WAGES:BUSSERS
Payroll,Standard,9/13/2026,,,600,600-16,"2,326.64",,600,WAGES:RUNNER
Payroll,Standard,9/13/2026,,,600,100-06,,"5,027.62",600,NET PAYROLL
Payroll,Standard,9/13/2026,,,600,610-01,102.66,,600,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,600,610-01,438.98,,600,PAYROLL COSTS FICA
Payroll,Standard,9/13/2026,,,600,610-01,42.49,,600,PAYROLL COSTS NY MTA TAX
Payroll,Standard,9/13/2026,,,600,610-01,42.50,,600,PAYROLL COSTS SUI
Payroll,Standard,9/13/2026,,,600,610-05,,2.40,600,NY SDI
Payroll,Standard,9/13/2026,,,600,610-05,,31.15,600,NYS PFL
Payroll,Standard,9/13/2026,,,600,610-06,,131.49,600,EMPLOYEE BENEFITS
Payroll,Standard,9/13/2026,,,600,600-01,"3,365.52",,600,WAGES:FOH MANAGEMENT
Payroll,Standard,9/13/2026,,,600,600-02,"3,846.16",,600,WAGES:BOH MANAGEMENT
