JENumber,Type,Date,ReversalDate,JEComment,JELocation,Account,Debit,Credit,DetailLocation,DetailComment
Payroll,Standard,9/13/2026,,,400,100-03,,1470.93,400,78155
Payroll,Standard,9/13/2026,,,400,100-03,,1170.76,400,78173
Payroll,Standard,9/13/2026,,,400,100-03,,822.07,400,78156
Payroll,Standard,9/13/2026,,,400,100-03,,1062.03,400,78174
Payroll,Standard,9/13/2026,,,400,100-03,,821.57,400,78157
Payroll,Standard,9/13/2026,,,400,100-03,,355.76,400,78175
Payroll,Standard,9/13/2026,,,400,100-03,,403.05,400,78158
Payroll,Standard,9/13/2026,,,400,100-03,,652.83,400,78176
Payroll,Standard,9/13/2026,,,400,100-03,,1017.02,400,78159
Payroll,Standard,9/13/2026,,,400,100-03,,285.84,400,78177
Payroll,Standard,9/13/2026,,,400,100-03,,719.28,400,78160
Payroll,Standard,9/13/2026,,,400,100-03,,972.36,400,78178
Payroll,Standard,9/13/2026,,,400,100-03,,659.20,400,78161
