[    3309ms] [LOG] Playwright Router Bridge: token mismatch null __playwright_wrm_e2e__ @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-0e114079de96d397.js:2
[   44054ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06:0
[   44054ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06:0
[   57387ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8:0
[   57387ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8:0
[   60791ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8:0
[   60791ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8:0
[  105621ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8:0
[  105621ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8:0
[  123795ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  123795ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  124811ms] [LOG] Playwright Router Bridge: token mismatch null __playwright_wrm_e2e__ @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-0e114079de96d397.js:2
[  124842ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=dd1e2b6c-fa9d-4756-b448-9d47d1d67c8d&ip=1&_=1789014883960:0
[  125346ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  125346ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  125456ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  125457ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  125582ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  125582ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  125730ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  125730ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  126526ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[  126535ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[  126931ms] [LOG] *** sw registered: ServiceWorkerRegistration @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-0e114079de96d397.js:2
[  126951ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ https://merchants.ubereats.com/bug-report/wisdom/bug-reporter-enabled:0
[  132854ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  132854ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  138071ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  138071ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  161021ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  161021ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  165604ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  165604ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=debcbd53-81b5-5f7c-8ca5-46a450c615d8&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  169655ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  169656ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  174936ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  174936ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  198253ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  198253ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  202537ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  202538ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=e93c20e0-7ac8-56e1-9841-c99c9deeee11:0
[  210011ms] [LOG] Playwright Router Bridge: token mismatch null __playwright_wrm_e2e__ @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-0e114079de96d397.js:2
[  210040ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=dd1e2b6c-fa9d-4756-b448-9d47d1d67c8d&ip=1&_=1789014969160:0
[  210609ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  210610ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  210727ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  210728ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  210855ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  210855ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  210971ms] [LOG] a @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  210972ms] [LOG] function a(){} @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:102
[  211859ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[  211868ms] [WARNING] WARNING: Too many active WebGL contexts. Oldest context will be lost. @ https://www.cdn-net.com/cc.js?sid=bbc661585c424072:79
[  212228ms] [LOG] *** sw registered: ServiceWorkerRegistration @ https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/client-main-0e114079de96d397.js:2
[  212248ms] [ERROR] Failed to load resource: the server responded with a status of 403 () @ https://merchants.ubereats.com/bug-report/wisdom/bug-reporter-enabled:0
[  218356ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  218356ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  223639ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  223639ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  234721ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  234721ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  402939ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  402939ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments/payouts?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  418056ms] [ERROR] Failed to load resource: the server responded with a status of 410 () @ https://api-js.mixpanel.com/decide/?verbose=1&version=3&lib=web&token=adec770be288b16d9008c964acfba5c2&distinct_id=dd1e2b6c-fa9d-4756-b448-9d47d1d67c8d&ip=1&_=1789015177193:0
[  427672ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  427672ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  441043ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  441043ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=59ca413a-f2ff-58a2-b541-e42c9c417d77&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  461055ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=798824dd-b011-5dfb-8838-83ad6035aa36&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  461055ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=798824dd-b011-5dfb-8838-83ad6035aa36&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  476739ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=798824dd-b011-5dfb-8838-83ad6035aa36&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  476739ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=798824dd-b011-5dfb-8838-83ad6035aa36&restaurantUUID=8e63cd3d-ecb0-5f6b-826e-7e1b1cd780ec:0
[  486400ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/cf0edea8d2cd19d0.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=798824dd-b011-5dfb-8838-83ad6035aa36&restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
[  486400ms] [WARNING] The resource https://d3i4yxtzktqr9n.cloudfront.net/web-restaurant-manager/2538ed9fee1085ff.svg was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://merchants.ubereats.com/manager/payments?start=2026-08-31&end=2026-09-06&rangeType=0&settlement=798824dd-b011-5dfb-8838-83ad6035aa36&restaurantUUID=d4c9b46d-3272-5928-830a-a51a3c381bc0:0
